fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	qsemillas	ganancia	metrica	iteracion_bayesiana
20241115.003108	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.14633541381901	0.582712679706947	1285	449	2834	1	11578698.2543641	11578698.2543641	42
20241115.003137	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	89	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.243451894023519	0.531138655827297	1564	155	1893	1	11038705.7356608	11038705.7356608	43
20241115.003216	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	360	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0814920301665324	0.506793355106054	111	1068	1889	1	11806615.9600998	11806615.9600998	44
20241115.003243	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	109	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.203821759406749	0.82630942281493	1202	367	3035	1	12197842.8927681	12197842.8927681	45
20241115.003300	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.2345343138288	0.734381864525803	740	1109	1940	1	11726334.1645885	11726334.1645885	46
20241115.003333	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	145	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.194059973633912	0.706847209346252	1118	186	2751	1	11285453.8653367	11285453.8653367	47
20241115.003350	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	21	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.083700234230498	0.891820800744073	1105	1397	3124	1	11453536.159601	11453536.159601	48
20241115.003408	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	11	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.142715604703269	0.89685421452077	838	1125	2260	1	11853216.957606	11853216.957606	49
20241115.003435	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	147	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.288994545229419	0.710786647932516	1135	402	1766	1	11081850.3740648	11081850.3740648	50
20241115.003719	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1144	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0218693627672334	0.875195732937826	536	119	2998	1	12291187.032419	12291187.032419	51
20241115.003955	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	751	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0203818195182255	0.871613350596378	646	94	3178	1	11931935.1620948	11931935.1620948	52
20241115.004013	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	9	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.250760144072163	0.852807205065223	1504	1302	2348	1	12158094.7630923	12158094.7630923	53
20241115.004034	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0621412173049928	0.846179391514257	1021	854	2890	1	11871546.1346633	11871546.1346633	54
20241115.004052	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	55	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0960923561258079	0.592352395642758	1781	1995	3394	1	11917451.3715711	11917451.3715711	55
20241115.004111	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	10	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.181798478879117	0.830707070495188	1508	965	2568	1	12018194.5137157	12018194.5137157	56
20241115.004130	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.193140734007003	0.830891784644514	1518	903	3000	1	11534962.5935162	11534962.5935162	57
20241115.004357	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1381	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0207991697819788	0.865188036505608	668	229	2628	1	12018344.1396509	12018344.1396509	58
20241115.004516	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	85	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0202714190413725	0.865023576260587	649	111	2496	1	12206064.8379052	12206064.8379052	59
20241115.004722	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	546	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0203071601553879	0.8645614190707	633	123	2641	1	12208870.3241895	12208870.3241895	60
20241115.004841	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	142	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0204713166921256	0.863609982749466	587	130	2516	1	12405815.4613466	12405815.4613466	61
20241115.005058	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	595	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.020369894403191	0.862976337638813	572	98	2707	1	11887279.3017456	11887279.3017456	62
20241115.005217	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	142	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0204713166921256	0.863609982749466	587	130	2516	1	12405815.4613466	12405815.4613466	63
20241115.005434	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	608	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0201663423645317	0.862842082246835	576	89	2657	1	12325758.1047382	12325758.1047382	64
20241115.005714	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	934	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0205264132205738	0.86180002795282	550	112	2792	1	12130832.9177057	12130832.9177057	65
20241115.005928	691	60503	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	646	1	1	1	FALSE	1	0.1	50	0.5	FALSE	999721	0.0200876653991155	0.862563199144648	560	54	2531	1	12245902.7431421	12245902.7431421	66
